Time	L POR X [px]	L POR Y [px]	L Diam [mm]	R POR X [px]	R POR Y [px]	R Diam [mm]
1498591454001089	414.80	675.85	3.80	579.55	904.53	3.75
1498591454004389	415.59	676.39	3.80	578.69	906.14	3.76
1498591454007707	415.43	677.68	3.81	580.34	905.25	3.75
1498591454011068	414.09	678.92	3.81	580.26	903.30	3.75
1498591454014424	416.97	682.00	3.80	577.30	905.32	3.75
1498591454017785	415.48	680.20	3.80	578.98	907.39	3.75
1498591454021103	415.93	677.81	3.81	580.93	910.98	3.76
1498591454024395	414.26	680.52	3.81	580.14	901.41	3.75
1498591454027752	418.38	678.34	3.81	581.16	905.19	3.75
1498591454031103	413.45	677.37	3.80	579.41	905.37	3.75
1498591454034358	415.54	680.02	3.80	575.67	903.10	3.75
1498591454037728	418.71	680.52	3.81	574.22	902.40	3.75
1498591454041075	416.04	679.04	3.81	574.75	902.46	3.75
1498591454044448	417.23	679.79	3.80	577.22	905.59	3.75
1498591454047695	416.38	679.67	3.81	577.46	905.10	3.75
1498591454051043	418.47	681.39	3.81	577.04	905.59	3.75
1498591454054405	415.18	675.94	3.80	576.29	903.64	3.74
1498591454057763	414.60	678.44	3.80	576.91	903.14	3.75
1498591454061125	416.62	678.77	3.81	579.69	904.86	3.74
1498591454064375	417.52	677.42	3.81	576.86	903.43	3.75
1498591454067731	422.37	681.32	3.81	576.88	904.22	3.75
1498591454071092	418.96	679.51	3.81	578.72	904.63	3.75
1498591454074451	415.90	683.63	3.81	576.84	903.86	3.75
1498591454077713	413.99	681.47	3.81	575.94	903.83	3.75
1498591454081058	419.70	678.83	3.81	578.25	906.11	3.74
1498591454084417	415.98	681.36	3.80	575.89	904.39	3.75
1498591454087776	413.93	682.11	3.80	575.47	902.77	3.75
1498591454091033	414.04	680.04	3.80	576.11	902.30	3.76
1498591454094374	418.42	678.38	3.81	575.19	906.02	3.75
1498591454097741	417.75	680.89	3.80	575.36	906.97	3.76
1498591454101102	411.99	677.96	3.80	574.38	904.38	3.76
1498591454104373	414.68	679.68	3.81	576.01	904.50	3.74
1498591454107715	415.82	680.99	3.81	577.98	905.83	3.75
1498591454111066	413.87	682.15	3.80	574.62	903.36	3.75
1498591454114427	416.94	681.99	3.80	575.43	904.91	3.75
1498591454117702	415.61	681.04	3.81	576.19	906.82	3.76
1498591454121024	414.13	679.48	3.80	576.46	902.91	3.75
1498591454124394	417.65	679.33	3.80	574.75	904.01	3.75
1498591454127752	416.51	681.57	3.81	573.41	901.21	3.75
1498591454131117	413.11	680.10	3.80	575.91	907.12	3.75
1498591454134368	420.84	679.61	3.81	576.24	905.38	3.75
1498591454137717	416.43	679.51	3.81	572.35	901.04	3.75
1498591454141078	414.23	679.52	3.80	572.02	905.99	3.75
1498591454144438	418.54	680.36	3.81	571.40	903.57	3.74
1498591454147707	418.03	679.17	3.81	575.28	905.25	3.75
1498591454151044	415.62	678.07	3.80	578.27	906.14	3.75
1498591454154406	414.54	678.77	3.80	576.28	906.32	3.74
1498591454157765	413.90	678.98	3.81	577.68	904.60	3.75
1498591454161043	415.06	681.14	3.80	575.23	907.59	3.75
1498591454164360	419.00	679.60	3.80	576.54	903.83	3.75
1498591454167734	413.80	681.49	3.80	575.89	904.30	3.75
1498591454171088	416.64	676.89	3.81	576.93	903.46	3.75
1498591454174367	411.08	676.97	3.80	576.90	903.47	3.75
1498591454177715	416.18	679.88	3.81	577.01	904.40	3.75
1498591454181060	418.93	679.12	3.80	574.10	903.55	3.74
1498591454184406	415.25	680.75	3.80	575.35	903.04	3.75
1498591454187665	416.78	681.72	3.80	573.11	901.77	3.75
1498591454191033	412.80	677.54	3.80	573.76	906.61	3.75
1498591454194386	417.26	676.24	3.81	575.56	908.02	3.75
1498591454197744	415.63	683.25	3.80	574.54	902.74	3.74
1498591454201100	417.55	680.37	3.81	573.72	903.27	3.75
1498591454204375	419.50	681.49	3.81	575.59	905.67	3.75
1498591454207710	411.92	679.91	3.81	576.24	905.79	3.75
1498591454211069	412.71	679.01	3.81	573.11	902.74	3.75
1498591454214413	415.18	678.18	3.81	575.87	907.02	3.75
1498591454217680	416.19	679.41	3.81	577.25	907.13	3.75
1498591454221035	410.99	681.62	3.81	574.67	903.45	3.76
1498591454224388	413.98	679.81	3.80	575.74	906.98	3.75
1498591454227751	418.29	680.63	3.81	574.89	904.19	3.75
1498591454231041	421.86	677.52	3.80	576.99	903.98	3.75
1498591454234367	412.32	680.16	3.80	574.96	903.56	3.75
1498591454237722	414.54	679.90	3.80	575.30	906.13	3.75
1498591454241068	415.96	678.37	3.80	576.61	906.60	3.75
1498591454244357	417.51	681.55	3.81	575.98	902.13	3.75
1498591454247687	411.91	678.59	3.81	574.38	902.41	3.75
1498591454251043	418.30	681.67	3.81	571.68	905.39	3.75
1498591454254403	413.11	679.45	3.81	575.41	902.63	3.75
1498591454257678	413.51	678.60	3.81	575.78	904.84	3.75
1498591454261028	414.54	682.25	3.80	574.83	905.04	3.75
1498591454264371	412.41	681.13	3.81	576.12	906.54	3.75
1498591454267728	412.01	678.50	3.81	576.19	903.68	3.75
1498591454271092	414.32	681.28	3.81	577.21	904.58	3.75
1498591454274340	412.52	680.30	3.81	573.58	901.82	3.75
1498591454277708	415.78	681.00	3.81	578.15	905.04	3.75
1498591454281055	417.00	679.08	3.80	574.51	905.03	3.75
1498591454284420	416.34	681.73	3.80	579.91	904.47	3.75
1498591454287690	419.64	681.22	3.81	578.85	905.22	3.75
1498591454291022	415.20	681.79	3.80	579.31	904.93	3.75
1498591454294383	419.71	678.34	3.81	579.61	903.31	3.75
1498591454297744	414.50	679.24	3.80	576.98	904.62	3.75
1498591454301028	417.57	677.85	3.81	576.57	903.94	3.75
1498591454304349	418.52	679.19	3.81	575.48	902.33	3.75
1498591454307710	417.31	679.61	3.81	581.21	903.33	3.75
1498591454311067	417.44	684.89	3.81	580.79	905.02	3.75
1498591454314328	417.37	681.50	3.81	581.12	905.79	3.75
1498591454317687	416.57	684.73	3.81	579.46	905.23	3.75
1498591454321032	420.55	679.20	3.81	582.11	906.42	3.75
1498591454324396	416.88	679.04	3.80	580.51	905.28	3.75
1498591454327650	421.38	676.23	3.81	579.89	905.32	3.75
1498591454331001	420.32	678.97	3.81	580.84	904.92	3.76
1498591454334363	420.72	680.02	3.81	577.25	905.67	3.75
1498591454337723	415.45	678.15	3.81	579.48	905.23	3.75
1498591454341078	419.55	678.70	3.81	580.63	902.79	3.75
1498591454344328	415.06	680.66	3.81	580.41	903.32	3.75
1498591454347683	417.90	677.52	3.81	579.38	905.86	3.75
1498591454351033	413.12	677.55	3.81	577.98	904.37	3.75
1498591454354405	417.95	677.73	3.81	578.02	904.49	3.75
1498591454357662	412.60	679.43	3.81	582.63	900.31	3.76
1498591454361013	418.03	680.41	3.81	578.65	900.80	3.75
1498591454364373	417.85	680.16	3.81	574.86	905.85	3.75
1498591454367718	420.36	680.99	3.81	576.18	901.25	3.74
1498591454371093	419.42	681.09	3.81	573.74	901.38	3.75
1498591454374354	415.06	681.11	3.80	577.32	902.39	3.74
1498591454377685	416.37	679.70	3.81	576.36	901.70	3.75
1498591454381044	418.08	681.78	3.81	578.85	904.52	3.75
1498591454384418	413.49	683.06	3.80	576.70	903.16	3.75
1498591454387684	412.31	679.86	3.80	575.26	902.99	3.75
1498591454391023	421.40	677.92	3.81	575.62	901.65	3.75
1498591454394387	417.62	676.65	3.80	576.16	906.16	3.75
1498591454397744	419.60	683.35	3.81	572.98	902.70	3.75
1498591454401018	410.26	680.65	3.80	573.86	903.28	3.75
1498591454404348	414.01	681.23	3.81	574.16	905.80	3.75
1498591454407705	413.15	680.17	3.80	576.67	902.48	3.75
1498591454411069	414.66	679.82	3.80	574.56	899.77	3.75
1498591454414345	411.73	681.27	3.80	575.09	900.07	3.75
1498591454417682	412.55	678.29	3.80	573.76	903.40	3.75
1498591454421030	419.51	676.08	3.81	576.31	900.77	3.75
1498591454424395	417.43	676.45	3.81	576.08	902.92	3.75
1498591454427671	412.79	681.97	3.81	574.89	906.16	3.75
1498591454430997	411.99	681.54	3.80	572.35	905.26	3.75
1498591454434363	419.35	679.36	3.81	575.80	903.13	3.74
1498591454437719	420.24	678.06	3.81	573.21	903.10	3.75
1498591454441079	414.90	678.38	3.80	574.18	903.24	3.75
1498591454444314	412.60	680.88	3.80	574.11	904.32	3.74
1498591454447685	417.76	677.93	3.81	575.85	904.83	3.75
1498591454451048	414.04	675.05	3.80	575.86	899.61	3.75
1498591454454405	412.91	681.23	3.81	574.00	902.31	3.75
1498591454457688	413.96	678.89	3.80	573.19	905.87	3.74
1498591454461014	418.08	680.79	3.81	573.62	904.32	3.75
1498591454464374	417.88	679.70	3.81	576.08	903.81	3.75
1498591454467732	413.31	679.97	3.81	577.93	903.47	3.75
1498591454470984	412.80	674.64	3.80	576.15	905.45	3.75
1498591454474346	413.41	678.55	3.80	573.85	905.32	3.75
1498591454477697	414.21	677.09	3.81	574.10	906.01	3.76
1498591454481059	410.72	684.30	3.80	575.06	907.41	3.75
1498591454484333	414.06	681.27	3.81	573.73	903.64	3.75
1498591454487660	414.57	681.92	3.80	576.16	905.66	3.75
1498591454491024	419.36	678.32	3.80	573.89	903.15	3.74
1498591454494377	417.79	679.00	3.80	576.39	900.53	3.76
1498591454497631	418.26	681.92	3.80	576.42	903.80	3.75
1498591454500992	413.99	679.14	3.80	572.16	901.14	3.75
1498591454504348	413.93	680.91	3.80	576.74	904.64	3.75
1498591454507711	413.63	680.62	3.80	578.14	909.93	3.75
1498591454511069	415.43	677.26	3.81	573.64	897.95	3.75
1498591454514338	415.53	680.27	3.81	572.49	902.96	3.75
1498591454517676	416.57	681.77	3.80	572.55	904.58	3.75
1498591454521034	414.74	678.87	3.80	576.74	906.18	3.75
1498591454524397	415.36	678.58	3.81	575.11	904.60	3.75
1498591454527666	418.78	680.65	3.81	571.37	905.08	3.75
1498591454531003	412.53	679.39	3.80	574.49	902.19	3.75
1498591454534363	419.31	680.42	3.81	573.52	907.79	3.75
1498591454537721	415.05	680.74	3.80	574.97	899.72	3.75
1498591454541000	415.69	679.17	3.81	577.10	901.59	3.75
1498591454544327	421.13	679.09	3.81	575.94	905.10	3.75
1498591454547689	416.10	680.14	3.81	572.83	903.14	3.75
1498591454551047	416.96	680.22	3.81	573.32	900.43	3.75
1498591454554337	418.43	675.70	3.80	575.24	904.84	3.75
1498591454557653	415.92	679.63	3.81	572.25	905.21	3.75
1498591454561013	417.46	681.54	3.80	571.52	905.30	3.75
1498591454564373	414.48	677.12	3.80	575.50	907.79	3.75
1498591454567658	417.83	679.03	3.80	576.64	905.98	3.75
1498591454571003	416.68	677.03	3.81	576.19	903.88	3.75
1498591454574338	421.23	679.45	3.80	574.80	906.89	3.75
1498591454577699	421.84	680.07	3.81	576.22	903.67	3.75
1498591454581059	413.15	681.01	3.81	577.27	904.39	3.75
1498591454584331	418.52	678.66	3.81	576.18	902.17	3.75
1498591454587668	415.13	679.10	3.81	578.37	903.24	3.75
1498591454591019	422.33	677.58	3.81	575.00	903.84	3.75
1498591454594384	414.91	680.80	3.80	576.39	904.42	3.75
1498591454597638	413.40	678.55	3.81	575.18	901.24	3.75
1498591454600991	419.62	679.00	3.81	577.13	901.15	3.75
1498591454604350	411.52	680.39	3.81	573.99	905.18	3.75
1498591454607711	419.48	675.60	3.81	575.87	904.72	3.75
1498591454610986	414.72	685.74	3.80	576.44	905.59	3.74
1498591454614315	415.19	680.13	3.81	573.03	903.37	3.75
1498591454617675	421.09	678.85	3.81	576.85	902.79	3.75
1498591454621035	419.10	677.90	3.81	574.88	904.85	3.75
1498591454624317	418.28	675.52	3.80	575.27	903.70	3.75
1498591454627641	416.82	678.28	3.81	575.90	902.34	3.75
1498591454631006	414.77	680.60	3.81	577.77	905.95	3.75
1498591454634352	417.05	680.07	3.80	577.78	904.79	3.75
1498591454637624	413.41	678.55	3.80	579.98	902.96	3.75
1498591454640987	413.64	678.49	3.80	577.07	906.01	3.75
1498591454644329	413.17	680.18	3.80	576.35	903.67	3.75
1498591454647686	416.35	679.08	3.80	577.83	906.72	3.75
1498591454651046	417.65	679.52	3.81	577.15	904.23	3.75
1498591454654293	414.43	681.41	3.80	574.89	902.80	3.75
1498591454657652	417.74	679.32	3.81	576.70	906.78	3.75
1498591454661012	414.12	678.81	3.80	574.83	906.79	3.74
1498591454664373	414.20	679.68	3.80	576.24	905.49	3.75
1498591454667647	419.45	677.27	3.80	578.90	904.02	3.74
1498591454670970	418.01	680.64	3.81	573.92	907.83	3.76
1498591454674338	413.97	679.10	3.80	575.52	903.71	3.74
1498591454677696	417.95	678.65	3.81	574.89	907.30	3.75
1498591454680975	413.92	682.24	3.80	574.73	906.40	3.75
1498591454684308	413.00	679.69	3.80	576.24	905.85	3.75
1498591454687663	413.03	681.41	3.80	575.16	905.65	3.75
1498591454691023	415.19	677.95	3.80	575.64	903.87	3.75
1498591454694295	414.69	679.87	3.80	577.77	903.85	3.76
1498591454697634	413.78	679.91	3.80	575.94	905.23	3.76
1498591454700992	416.79	679.40	3.80	576.31	902.43	3.75
1498591454704340	415.33	678.40	3.80	575.82	908.28	3.75
1498591454707612	418.99	679.80	3.81	574.50	906.53	3.75
1498591454710973	412.15	677.94	3.81	575.42	904.96	3.75
1498591454714316	414.14	677.79	3.80	577.67	904.79	3.75
1498591454717681	410.46	680.14	3.80	578.47	904.72	3.75
1498591454721036	413.39	678.68	3.80	580.23	905.30	3.75
1498591454724310	418.42	678.98	3.81	578.95	906.39	3.75
1498591454727642	416.58	676.57	3.81	575.39	904.07	3.75
1498591454731004	416.85	680.73	3.80	574.91	905.53	3.75
1498591454734354	416.21	679.88	3.80	572.64	904.13	3.75
1498591454737609	412.92	679.01	3.80	576.46	907.07	3.75
1498591454740971	417.54	679.77	3.81	574.14	903.29	3.75
1498591454744327	415.16	676.03	3.81	576.95	906.83	3.75
1498591454747689	419.72	679.49	3.81	575.67	903.32	3.75
1498591454750965	415.11	678.82	3.80	574.63	902.94	3.75
1498591454754300	418.25	682.61	3.81	574.71	903.84	3.75
1498591454757656	415.85	677.22	3.80	575.12	903.85	3.75
1498591454761005	415.52	678.35	3.80	574.91	905.88	3.75
1498591454764372	416.36	678.66	3.81	576.32	907.56	3.75
1498591454767639	417.28	675.94	3.81	576.82	906.52	3.75
1498591454770980	412.78	679.68	3.81	575.86	904.09	3.75
1498591454774340	417.32	679.47	3.80	575.29	901.85	3.75
1498591454777699	414.08	677.77	3.80	574.44	905.33	3.75
1498591454780963	417.87	677.62	3.81	577.18	903.80	3.75
1498591454784307	415.54	677.75	3.81	579.82	904.10	3.74
1498591454787667	421.78	680.45	3.81	574.49	903.71	3.75
1498591454791024	413.56	678.79	3.81	575.39	901.41	3.75
1498591454794290	412.62	680.53	3.80	576.81	904.15	3.75
1498591454797634	413.71	679.68	3.80	574.84	910.07	3.75
1498591454800994	417.46	677.00	3.80	576.20	903.59	3.75
1498591454804352	419.69	677.74	3.80	573.84	908.16	3.76
1498591454807626	416.40	681.27	3.81	574.83	901.75	3.75
1498591454810958	416.75	680.54	3.81	576.33	904.41	3.75
1498591454814316	420.66	678.21	3.81	576.77	906.85	3.75
1498591454817677	410.62	676.25	3.80	576.10	901.66	3.75
1498591454820939	418.76	679.96	3.81	578.85	907.11	3.75
1498591454824297	416.60	677.47	3.80	575.49	903.00	3.75
1498591454827644	415.39	679.05	3.80	576.79	907.48	3.74
1498591454831002	413.05	680.24	3.81	576.02	901.85	3.75
1498591454834367	416.78	676.75	3.81	575.53	905.07	3.75
1498591454837637	418.08	678.75	3.81	575.96	902.70	3.75
1498591454840965	409.67	676.98	3.80	573.05	904.33	3.75
1498591454844330	413.24	680.22	3.80	577.33	905.61	3.75
1498591454847692	418.63	681.32	3.80	577.70	907.19	3.75
1498591454850971	415.57	677.26	3.80	577.12	906.32	3.75
1498591454854293	416.63	678.22	3.81	574.61	904.84	3.75
1498591454857656	410.61	683.66	3.80	579.44	904.69	3.75
1498591454861013	416.23	680.81	3.80	575.15	905.84	3.76
1498591454864279	413.09	680.23	3.81	574.95	908.53	3.76
1498591454867612	415.15	679.84	3.80	573.82	904.95	3.75
1498591454870981	416.93	676.69	3.80	577.41	905.33	3.74
1498591454874342	416.74	676.33	3.80	576.71	906.95	3.75
1498591454877616	416.43	676.97	3.81	576.02	905.39	3.75
1498591454880964	416.56	676.99	3.81	575.81	902.69	3.74
1498591454884308	416.17	679.04	3.81	577.31	906.79	3.75
1498591454887655	414.02	678.61	3.81	576.35	903.59	3.75
1498591454890944	415.43	677.14	3.80	579.89	903.65	3.75
1498591454894263	416.73	676.72	3.81	575.03	903.42	3.75
1498591454897633	418.38	679.17	3.80	574.22	903.19	3.75
1498591454900991	418.61	677.75	3.81	575.59	904.91	3.75
1498591454904350	422.45	676.58	3.81	575.24	903.93	3.75
1498591454907614	417.94	680.39	3.81	575.09	904.22	3.75
1498591454910959	421.29	677.49	3.81	577.13	903.90	3.75
1498591454914318	412.84	679.45	3.81	574.99	905.62	3.74
1498591454917677	415.67	678.51	3.82	577.38	906.58	3.75
1498591454920948	419.03	675.55	3.81	576.85	905.15	3.75
1498591454924282	413.89	680.07	3.82	574.88	903.72	3.75
1498591454927643	415.91	676.58	3.82	576.76	904.30	3.75
1498591454931006	415.30	675.62	3.82	576.55	902.87	3.75
1498591454934280	423.29	678.85	3.81	579.99	904.17	3.75
1498591454937610	419.04	678.98	3.81	574.62	903.34	3.75
1498591454940970	417.21	677.56	3.81	576.07	906.37	3.75
1498591454944329	415.26	676.92	3.80	575.15	903.70	3.75
1498591454947605	417.19	679.65	3.80	574.73	905.15	3.75
1498591454950923	418.22	678.17	3.80	576.39	903.33	3.75
1498591454954299	417.50	680.52	3.81	575.15	905.94	3.75
1498591454957656	414.25	678.66	3.81	575.54	905.48	3.75
1498591454961012	417.98	682.68	3.81	576.02	905.55	3.75
1498591454964264	409.76	680.96	3.80	572.03	904.27	3.75
1498591454967618	416.38	678.23	3.80	575.72	906.14	3.75
1498591454970981	413.21	679.57	3.81	574.56	905.20	3.75
1498591454974341	413.21	680.46	3.80	576.21	902.20	3.75
1498591454977594	416.02	676.14	3.80	575.40	904.54	3.75
1498591454980950	416.75	678.65	3.81	577.14	907.44	3.75
1498591454984305	413.72	678.99	3.81	577.40	906.23	3.75
1498591454987669	414.80	677.21	3.80	575.86	905.15	3.75
1498591454990952	416.54	676.43	3.80	574.71	904.94	3.75
1498591454994273	415.83	677.69	3.80	575.80	905.16	3.74
1498591454997631	415.71	679.97	3.81	575.31	905.10	3.75
1498591455000995	415.60	679.30	3.81	576.32	905.08	3.75
1498591455004264	411.16	680.40	3.81	571.86	905.48	3.75
1498591455007602	414.32	679.04	3.80	575.66	905.90	3.75
1498591455010960	415.06	678.75	3.80	576.50	903.17	3.74
1498591455014317	411.05	678.31	3.80	576.81	905.73	3.75
1498591455017585	412.17	682.41	3.81	576.29	903.55	3.75
1498591455020939	413.93	676.34	3.80	576.59	903.30	3.75
1498591455024286	420.96	678.23	3.81	576.80	906.49	3.75
1498591455027643	415.78	678.74	3.80	575.45	903.63	3.75
1498591455031004	416.11	675.83	3.80	576.06	903.75	3.75
1498591455034268	416.80	677.23	3.81	580.47	903.74	3.75
1498591455037611	417.45	676.68	3.80	580.39	905.07	3.75
1498591455040957	414.05	681.07	3.80	573.90	907.82	3.75
1498591455044330	414.09	681.00	3.81	576.24	903.43	3.75
1498591455047604	414.26	680.54	3.80	578.10	903.49	3.75
1498591455050934	414.78	683.65	3.81	575.89	905.71	3.75
1498591455054298	413.05	678.41	3.80	576.61	904.88	3.74
1498591455057656	417.67	680.03	3.80	576.51	904.38	3.75
1498591455060907	414.01	681.30	3.81	576.49	900.95	3.75
1498591455064262	415.03	680.17	3.80	575.87	909.15	3.75
1498591455067620	418.05	678.05	3.81	576.32	904.11	3.75
1498591455070982	412.69	679.68	3.81	574.57	905.69	3.75
1498591455074340	415.56	681.22	3.80	576.67	904.15	3.75
1498591455077587	414.57	682.61	3.80	574.68	902.92	3.75
1498591455080946	414.72	678.71	3.80	576.49	905.10	3.76
1498591455084308	416.88	680.79	3.81	576.58	903.20	3.75
1498591455087659	413.34	680.78	3.80	576.56	902.26	3.75
1498591455090916	416.01	678.70	3.81	572.45	903.59	3.75
1498591455094278	412.68	680.13	3.80	576.22	903.24	3.75
1498591455097634	419.80	675.02	3.81	575.91	904.60	3.75
1498591455100979	417.28	677.52	3.81	574.33	905.06	3.75
1498591455104241	413.71	681.64	3.80	577.14	905.31	3.75
1498591455107600	408.69	683.46	3.81	576.96	905.09	3.75
1498591455110956	416.13	680.14	3.80	577.86	906.22	3.75
1498591455114317	418.38	677.05	3.80	575.86	903.59	3.75
1498591455117573	415.28	681.86	3.80	577.65	901.71	3.75
1498591455120918	416.74	678.04	3.81	576.66	902.96	3.75
1498591455124285	415.16	678.96	3.80	575.74	905.57	3.75
1498591455127644	411.03	684.64	3.80	575.60	904.14	3.75
1498591455130899	414.84	677.45	3.80	578.15	905.26	3.75
1498591455134260	414.44	681.04	3.81	577.26	904.04	3.75
1498591455137609	419.53	677.51	3.80	574.00	905.56	3.75
1498591455140971	414.62	681.37	3.80	576.49	902.70	3.75
1498591455144334	413.74	680.37	3.80	574.37	902.59	3.75
1498591455147581	420.78	678.94	3.81	575.02	902.65	3.75
1498591455150937	418.55	679.61	3.81	575.02	907.14	3.75
1498591455154296	416.38	677.56	3.81	576.58	904.67	3.76
1498591455157655	417.44	679.82	3.80	572.96	907.34	3.75
1498591455160923	414.58	679.08	3.80	573.22	908.77	3.75
1498591455164262	414.01	681.33	3.80	574.78	904.34	3.75
1498591455167619	416.54	681.22	3.81	576.47	901.80	3.75
1498591455170980	411.55	678.45	3.80	575.14	905.30	3.75
1498591455174228	413.97	676.70	3.80	574.28	903.00	3.75
1498591455177583	414.57	676.12	3.80	576.66	905.34	3.76
1498591455180948	415.22	677.69	3.80	575.97	906.28	3.75
1498591455184309	417.46	679.60	3.81	575.74	905.60	3.75
1498591455187580	414.83	680.17	3.81	573.92	905.37	3.75
1498591455190926	413.46	680.29	3.80	579.37	905.85	3.75
1498591455194272	419.52	678.71	3.80	579.69	906.93	3.75
1498591455197628	417.10	679.18	3.81	581.24	902.71	3.75
1498591455200887	415.73	677.67	3.80	578.98	905.57	3.75
1498591455204233	417.44	681.38	3.80	582.00	905.68	3.75
1498591455207597	419.35	679.17	3.81	577.50	904.97	3.75
1498591455210958	418.82	678.51	3.81	577.50	905.66	3.75
1498591455214333	420.17	679.78	3.81	579.85	902.16	3.75
1498591455217562	416.72	680.68	3.80	574.62	904.97	3.75
1498591455220923	412.00	678.84	3.81	577.82	904.84	3.75
1498591455224280	415.57	678.03	3.80	577.21	903.30	3.75
1498591455227644	418.58	680.82	3.80	577.63	905.89	3.75
1498591455230928	418.62	678.52	3.80	575.87	905.09	3.75
1498591455234253	417.24	678.08	3.80	574.74	903.99	3.75
1498591455237613	418.55	679.55	3.81	575.72	903.81	3.75
1498591455240973	416.66	678.30	3.80	576.28	904.61	3.74
1498591455244253	418.20	675.80	3.81	577.05	905.10	3.75
1498591455247577	413.90	680.73	3.80	577.67	902.75	3.75
1498591455250936	416.32	677.69	3.81	575.65	905.02	3.75
1498591455254295	417.85	678.35	3.81	575.49	904.34	3.75
1498591455257586	418.21	681.01	3.80	574.92	906.92	3.75
1498591455260905	419.23	681.02	3.81	578.39	909.51	3.75
1498591455264267	413.27	683.21	3.80	575.15	904.13	3.75
1498591455267622	414.83	678.83	3.80	574.64	905.53	3.75
1498591455270902	413.31	679.29	3.80	577.14	905.34	3.75
1498591455274256	413.20	680.21	3.80	574.92	903.60	3.75
1498591455277589	416.36	680.95	3.80	578.73	904.10	3.75
1498591455280949	416.99	681.43	3.81	577.33	904.01	3.75
1498591455284306	415.44	679.92	3.80	577.67	902.81	3.75
1498591455287576	416.39	679.64	3.81	575.91	905.16	3.75
1498591455290916	413.25	682.72	3.81	577.07	901.12	3.75
1498591455294274	414.31	677.90	3.80	573.02	905.74	3.75
1498591455297636	415.27	677.93	3.81	578.36	904.40	3.75
1498591455300904	415.94	679.22	3.81	575.67	904.23	3.74
1498591455304244	416.22	676.56	3.80	573.27	904.51	3.75
1498591455307600	413.78	679.06	3.80	574.36	901.77	3.75
1498591455310949	414.03	678.53	3.80	577.74	904.39	3.75
1498591455314217	417.88	677.42	3.81	574.22	904.49	3.75
1498591455317572	414.20	679.17	3.80	575.48	906.87	3.75
1498591455320922	419.36	677.33	3.81	574.60	903.83	3.75
1498591455324284	414.68	680.49	3.80	574.78	905.01	3.75
1498591455327547	415.47	678.34	3.81	574.26	903.64	3.75
1498591455330908	416.69	680.37	3.81	576.30	903.36	3.75
1498591455334238	412.80	680.73	3.80	576.06	900.87	3.75
1498591455337602	415.82	679.68	3.80	577.62	905.36	3.76
1498591455340897	416.15	679.14	3.80	577.09	905.28	3.75
1498591455344237	415.89	679.90	3.81	577.92	903.23	3.75
1498591455347579	417.84	679.88	3.81	578.43	904.46	3.75
1498591455350926	417.21	678.30	3.81	576.16	902.47	3.75
1498591455354304	417.76	679.73	3.81	575.61	908.46	3.75
1498591455357572	415.01	677.85	3.82	575.81	906.25	3.75
1498591455360889	414.97	677.73	3.81	576.35	904.81	3.75
1498591455364265	411.10	679.53	3.81	572.73	905.27	3.75
1498591455367624	417.45	680.14	3.81	575.32	903.11	3.75
1498591455370895	415.21	678.34	3.81	574.41	901.36	3.75
1498591455374227	413.47	678.69	3.81	576.49	905.35	3.75
1498591455377587	420.78	678.23	3.81	575.34	904.20	3.75
1498591455380948	419.02	677.25	3.81	576.52	905.37	3.75
1498591455384227	418.94	679.93	3.80	576.83	906.94	3.75
1498591455387560	413.38	677.54	3.80	574.11	904.57	3.74
1498591455390916	416.44	679.63	3.81	579.58	906.79	3.75
1498591455394278	412.79	679.73	3.81	574.97	903.49	3.74
1498591455397550	415.64	678.22	3.80	578.11	906.33	3.75
1498591455400868	416.94	679.95	3.81	574.20	903.86	3.75
1498591455404248	413.79	678.90	3.80	575.27	904.85	3.75
1498591455407601	415.68	678.65	3.80	576.94	903.83	3.75
1498591455410880	415.80	678.30	3.80	577.08	904.56	3.75
1498591455414222	417.39	678.23	3.80	576.42	903.10	3.75
1498591455417568	412.29	681.59	3.80	576.45	904.36	3.75
1498591455420926	415.50	679.02	3.80	575.38	905.44	3.75
1498591455424286	419.78	677.93	3.81	574.43	901.96	3.74
1498591455427558	414.68	682.80	3.81	578.03	906.01	3.75
1498591455430885	414.82	675.87	3.80	575.67	905.86	3.75
1498591455434253	417.23	679.39	3.80	575.32	903.41	3.75
1498591455437611	412.71	679.44	3.80	574.49	904.92	3.75
1498591455440886	413.55	676.74	3.80	581.81	902.81	3.75
1498591455444207	413.56	680.52	3.80	577.25	903.26	3.75
1498591455447576	420.11	677.50	3.81	575.96	906.08	3.75
1498591455450938	421.80	679.93	3.81	577.05	902.80	3.75
1498591455454194	417.09	679.95	3.80	575.30	902.49	3.75
1498591455457560	416.09	675.00	3.81	574.21	902.90	3.75
1498591455460905	420.15	682.65	3.81	577.47	903.01	3.75
1498591455464263	417.94	679.75	3.80	576.23	905.07	3.75
1498591455467623	414.06	679.73	3.80	576.87	904.50	3.75
1498591455470857	411.75	679.67	3.80	574.81	907.62	3.75
1498591455474231	419.14	679.24	3.81	576.95	907.44	3.75
1498591455477592	417.41	676.73	3.81	577.59	902.45	3.75
1498591455480949	418.11	678.96	3.81	575.41	904.48	3.75
1498591455484200	413.98	680.20	3.81	577.89	906.41	3.75
1498591455487555	415.16	677.09	3.80	574.27	906.29	3.75
1498591455490912	417.08	678.84	3.80	575.65	902.49	3.75
1498591455494277	419.22	676.78	3.81	576.62	905.84	3.75
